subjectAuthorizedFormOfName,relationType,objectAuthorizedFormOfName,description,date,startDate,endDate,culture
"Subcomissão do Poder Judiciário e do Ministério Público",associativo,"Sílvio Abreu","Titular da Subcomissão",,,,pt_BR
"Subcomissão de Tributos Participação e Distribuição das Receitas",associativo,"Simão Sessim","Titular da Subcomissão",,,,pt_BR
"Comissão do Sistema Tributário Orçamento e Finanças",associativo,"Simão Sessim","Titular da Comissão",,,,pt_BR
"Comissão da Organização do Estado",associativo,"Siqueira Campos","Titular da Comissão",,,,pt_BR
"Subcomissão dos Estados",associativo,"Siqueira Campos","Relator da Subcomissão",,,,pt_BR
"Comissão da Ordem Social",associativo,"Siqueira Campos","Suplente da Comissão",,,,pt_BR
"Subcomissão dos Direitos dos Trabalhadores e Servidores Públicos",associativo,"Siqueira Campos","Suplente da Subcomissão",,,,pt_BR
"Comissão da Organização Eleitoral Partidária e Garantia das Instituições",associativo,"Sólon Borges dos Reis","Suplente da Comissão",,,,pt_BR
"Subcomissão do Sistema Eleitoral e Partidos Políticos",associativo,"Sólon Borges dos Reis","Suplente da Subcomissão",,,,pt_BR
"Subcomissão da Educação Cultura e Esportes",associativo,"Sólon Borges dos Reis","Titular da Subcomissão",,,,pt_BR
"Comissão da Soberania e dos Direitos e Garantias do Homem e da Mulher",associativo,"Sotero da Cunha","Suplente da Comissão",,,,pt_BR
"Comissão da Família da Educação Cultura e Esportes da Ciência e Tecnologia e da Comunicação",associativo,"Sotero da Cunha","Titular da Comissão",,,,pt_BR
"Subcomissão da Família do Menor e do Idoso",associativo,"Sotero da Cunha","Titular da Subcomissão",,,,pt_BR
"Comissão da Ordem Econômica",associativo,"Stélio Dias","Suplente da Comissão",,,,pt_BR
"Subcomissão de Princípios Gerais Intervenção do Estado Regime da Propriedade do Subsolo e da Atividade Econômica",associativo,"Stélio Dias","Suplente da Subcomissão",,,,pt_BR
"Comissão da Ordem Social",associativo,"Stélio Dias","Titular da Comissão",,,,pt_BR
"Subcomissão dos Direitos dos Trabalhadores e Servidores Públicos",associativo,"Stélio Dias","Titular da Subcomissão",,,,pt_BR
"Comissão da Organização Eleitoral Partidária e Garantia das Instituições",associativo,"Tadeu França","Suplente da Comissão",,,,pt_BR
"Subcomissão de Garantia da Constituição Reformas e Emendas",associativo,"Tadeu França","Suplente da Subcomissão",,,,pt_BR
"Comissão da Família da Educação Cultura e Esportes da Ciência e Tecnologia e da Comunicação",associativo,"Tadeu França","Titular da Comissão",,,,pt_BR
"Subcomissão da Educação Cultura e Esportes",associativo,"Tadeu França","Titular da Subcomissão",,,,pt_BR
"Comissão da Organização Eleitoral Partidária e Garantia das Instituições",associativo,"Telmo Kirst","Titular da Comissão",,,,pt_BR
"Subcomissão de Defesa do Estado da Sociedade e de sua Segurança",associativo,"Telmo Kirst","Titular da Subcomissão",,,,pt_BR
"Subcomissão de Tributos Participação e Distribuição das Receitas",associativo,"Telmo Kirst","Suplente da Subcomissão",,,,pt_BR
"Comissão do Sistema Tributário Orçamento e Finanças",associativo,"Telmo Kirst","Suplente da Comissão",,,,pt_BR
"Comissão da Soberania e dos Direitos e Garantias do Homem e da Mulher",associativo,"Theodoro Mendes","Suplente da Comissão",,,,pt_BR
"Subcomissão dos Direitos e Garantias Individuais",associativo,"Theodoro Mendes","Suplente da Subcomissão",,,,pt_BR
"Comissão da Organização do Estado",associativo,"Ubiratan Aguiar","Suplente da Comissão",,,,pt_BR
"Subcomissão dos Municípios e Regiões",associativo,"Ubiratan Aguiar","Suplente da Subcomissão",,,,pt_BR
"Comissão da Família da Educação Cultura e Esportes da Ciência e Tecnologia e da Comunicação",associativo,"Ubiratan Aguiar","Titular da Comissão",,,,pt_BR
"Subcomissão da Educação Cultura e Esportes",associativo,"Ubiratan Aguiar","Titular da Subcomissão",,,,pt_BR
"Comissão da Soberania e dos Direitos e Garantias do Homem e da Mulher",associativo,"Ubiratan Spinelli","Titular da Comissão",,,,pt_BR
"Subcomissão dos Direitos e Garantias Individuais",associativo,"Ubiratan Spinelli","Titular da Subcomissão",,,,pt_BR
"Comissão da Ordem Econômica",associativo,"Ubiratan Spinelli","Suplente da Comissão",,,,pt_BR
"Subcomissão da Política Agrícola e Fundiária e da Reforma Agrária",associativo,"Ubiratan Spinelli","Suplente da Subcomissão",,,,pt_BR
"Comissão da Soberania e dos Direitos e Garantias do Homem e da Mulher",associativo,"Uldurico Pinto","Titular da Comissão",,,,pt_BR
"Subcomissão dos Direitos Políticos dos Direitos Coletivos e das Garantias",associativo,"Uldurico Pinto","2° Vice-Presidente da Subcomissão",,,,pt_BR
"Comissão da Organização do Estado",associativo,"Valmir Campelo","Titular da Comissão",,,,pt_BR
"Subcomissão dos Estados",associativo,"Valmir Campelo","1° Vice-Presidente da Subcomissão",,,,pt_BR
"Comissão da Ordem Social",associativo,"Valmir Campelo","Suplente da Comissão",,,,pt_BR
"Subcomissão dos Direitos dos Trabalhadores e Servidores Públicos",associativo,"Valmir Campelo","Suplente da Subcomissão",,,,pt_BR
"Oscar Corrêa",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Presidente da Comissão",,,,pt_BR
"Maurício Corrêa",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","1° Vice-Presidente da Comissão",,,,pt_BR
"Dalton Canabrava",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","2° Vice-Presidente da Comissão",,,,pt_BR
"Egídio Ferreira Lima",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Relator da Comissão",,,,pt_BR
"José Fogaça",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Leite Chaves",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Leopoldo Peres",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Luiz Viana",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Nelson Wedekin",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Acival Gomes",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Agassiz Almeida",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Albérico Filho",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Aloysio Teixeira",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Alvaro Antonio",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Carlos Vinagre",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Expedito Machado",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Francisco Amaral",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Genebaldo Correia",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Helio Manhães",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Henrique Eduardo Alves",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Alexandre Costa",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Enoc Vieira",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Érico Pegoraro",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Hugo Napoleão",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Humberto Souto",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Jairo Carneiro",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Jesualdo Cavalcanti",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"José Jorge",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Bonifácio de Andrada",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"César Cals Neto",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Bocayuva Cunha",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Vivaldo Barbosa",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Carlos Alberto",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Gumercindo Milhomem",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Itamar Franco",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Paulo Roberto Cunha",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Eduardo Bomfim",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Jorge Hage",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Jorge Leite",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"José Costa",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Jutahy Júnior",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Leopoldo Bessone",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Luiz Henrique",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Manoel Ribeiro",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Maurício Pádua",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Michel Temer",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Miro Teixeira",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Moysés Pimentel",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Nilso Sguarezi",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Osvaldo Macedo",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Plínio Martins",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Raul Ferraz",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Rubem Branquinho",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Sílvio Abreu",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Leur Lomanto",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Lúcio Alcântara",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Paes Landim",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Ronaro Corrêa",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Vinícius Cansanção",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"José Lourenço",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Henrique Córdova",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Victor Faccioni",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Farabulini Júnior",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Plínio Arruda Sampaio",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Titular da Comissão",,,,pt_BR
"Carlos Alberto De'Carli",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Fernando Henrique Cardoso",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Humberto Lucena",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Mário Covas",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Ruy Bacelar",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Antônio Mariz",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Artur da Távola",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Bernardo Cabral",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Caio Pompeu",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Carlos Mosconi",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Del Bosco Amaral",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Djenal Gonçalves",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Fernando Bezerra Coelho",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Fernando Lyra",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Gustavo de Faria",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Haroldo Sabóia",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Ibsen Pinheiro",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Celso Dourado",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Alair Ferreira",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Alceni Guerra",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Arolde de Oliveira",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Costa Ferreira",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Edison Lobão",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Fausto Rocha",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Jairo Azi",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"João da Mata",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Carlos Virgílio",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Cunha Bueno",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Adhemar de Barros Filho",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Vivaldo Barbosa",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Marluce Pinto",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"João Paulo",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Adolfo Oliveira",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Haroldo Lima",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Israel Pinheiro",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Ivo Mainardi",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"João Carlos Bacelar",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"José Carlos Martinez",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"José Geraldo",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"José Guedes",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Lélio Souza",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Manoel Moreira",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Max Rosenmann",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Mendes Ribeiro (Jorge Alberto Mendes Ribeiro)",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Milton Reis",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Nelson Jobim",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Nestor Duarte",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Oswaldo Lima Filho",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Wagner Lago",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Ralph Biasi",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Robson Marinho",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"José Mendonça Bezerra",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Jesus Tajra",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Júlio Campos",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Levy Dias",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Maurício Campos",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Mussa Demes",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Messias Góis",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Myriam Portella",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Virgílio Galassi",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Brandão Monteiro",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Roberto Torres",associativo,"Comissão da Organização dos Poderes e Sistema de Governo","Suplente da Comissão",,,,pt_BR
"Roberto Torres",associativo,"Subcomissão do Poder Legislativo","Suplente da Subcomissão",,,,pt_BR
"Caio Pompeu",associativo,"Subcomissão do Poder Legislativo","Suplente da Subcomissão",,,,pt_BR
"Fernando Bezerra Coelho",associativo,"Subcomissão do Poder Legislativo","Suplente da Subcomissão",,,,pt_BR
"Oswaldo Lima Filho",associativo,"Subcomissão do Poder Legislativo","Suplente da Subcomissão",,,,pt_BR
"José Guedes",associativo,"Subcomissão do Poder Legislativo","Suplente da Subcomissão",,,,pt_BR
"Alair Ferreira",associativo,"Subcomissão do Poder Legislativo","Suplente da Subcomissão",,,,pt_BR
"Alceni Guerra",associativo,"Subcomissão do Poder Legislativo","Suplente da Subcomissão",,,,pt_BR
"Levy Dias",associativo,"Subcomissão do Poder Legislativo","Suplente da Subcomissão",,,,pt_BR
"Myriam Portella",associativo,"Subcomissão do Poder Legislativo","Suplente da Subcomissão",,,,pt_BR
"Vivaldo Barbosa",associativo,"Subcomissão do Poder Legislativo","Suplente da Subcomissão",,,,pt_BR
"Mário Covas",associativo,"Subcomissão do Poder Legislativo","Suplente da Subcomissão",,,,pt_BR
"Max Rosenmann",associativo,"Subcomissão do Poder Legislativo","Suplente da Subcomissão",,,,pt_BR
"Nelson Jobim",associativo,"Subcomissão do Poder Legislativo","Suplente da Subcomissão",,,,pt_BR
"Celso Dourado",associativo,"Subcomissão do Poder Legislativo","Suplente da Subcomissão",,,,pt_BR
"Ralph Biasi",associativo,"Subcomissão do Poder Legislativo","Suplente da Subcomissão",,,,pt_BR
"Robson Marinho",associativo,"Subcomissão do Poder Legislativo","Suplente da Subcomissão",,,,pt_BR
"Bernardo Cabral",associativo,"Subcomissão do Poder Legislativo","Suplente da Subcomissão",,,,pt_BR
"José Mendonça Bezerra",associativo,"Subcomissão do Poder Legislativo","Suplente da Subcomissão",,,,pt_BR
"Júlio Campos",associativo,"Subcomissão do Poder Legislativo","Suplente da Subcomissão",,,,pt_BR
"Cunha Bueno",associativo,"Subcomissão do Poder Legislativo","Suplente da Subcomissão",,,,pt_BR
"Jesualdo Cavalcanti",associativo,"Subcomissão do Poder Legislativo","Titular da Subcomissão",,,,pt_BR
"Rubem Branquinho",associativo,"Subcomissão do Poder Legislativo","1° Vice-Presidente da Subcomissão",,,,pt_BR
"Itamar Franco",associativo,"Subcomissão do Poder Legislativo","2° Vice-Presidente da Subcomissão",,,,pt_BR
"José Jorge",associativo,"Subcomissão do Poder Legislativo","Relator da Subcomissão",,,,pt_BR
"Luiz Viana",associativo,"Subcomissão do Poder Legislativo","Titular da Subcomissão",,,,pt_BR
"Nelson Wedekin",associativo,"Subcomissão do Poder Legislativo","Titular da Subcomissão",,,,pt_BR
"Acival Gomes",associativo,"Subcomissão do Poder Legislativo","Titular da Subcomissão",,,,pt_BR
"Alvaro Antonio",associativo,"Subcomissão do Poder Legislativo","Titular da Subcomissão",,,,pt_BR
"Helio Manhães",associativo,"Subcomissão do Poder Legislativo","Titular da Subcomissão",,,,pt_BR
"Alexandre Costa",associativo,"Subcomissão do Poder Legislativo","Titular da Subcomissão",,,,pt_BR
"Bocayuva Cunha",associativo,"Subcomissão do Poder Legislativo","Presidente da Subcomissão",,,,pt_BR
"Henrique Córdova",associativo,"Subcomissão do Poder Legislativo","Titular da Subcomissão",,,,pt_BR
"Farabulini Júnior",associativo,"Subcomissão do Poder Legislativo","Titular da Subcomissão",,,,pt_BR
"Leopoldo Bessone",associativo,"Subcomissão do Poder Legislativo","Titular da Subcomissão",,,,pt_BR
"Luiz Henrique",associativo,"Subcomissão do Poder Legislativo","Titular da Subcomissão",,,,pt_BR
"Manoel Ribeiro",associativo,"Subcomissão do Poder Legislativo","Titular da Subcomissão",,,,pt_BR
"Jorge Hage",associativo,"Subcomissão do Poder Legislativo","Titular da Subcomissão",,,,pt_BR
"Lúcio Alcântara",associativo,"Subcomissão do Poder Legislativo","Titular da Subcomissão",,,,pt_BR
"Victor Faccioni",associativo,"Subcomissão do Poder Legislativo","Titular da Subcomissão",,,,pt_BR
"Fernando Henrique Cardoso",associativo,"Subcomissão do Poder Legislativo","Suplente da Subcomissão",,,,pt_BR
"Artur da Távola",associativo,"Subcomissão do Poder Executivo","Suplente da Subcomissão",,,,pt_BR
"Leur Lomanto",associativo,"Subcomissão do Poder Executivo","Titular da Subcomissão",,,,pt_BR
"Carlos Alberto De'Carli",associativo,"Subcomissão do Poder Executivo","Suplente da Subcomissão",,,,pt_BR
"Ruy Bacelar",associativo,"Subcomissão do Poder Executivo","Suplente da Subcomissão",,,,pt_BR
"Antônio Mariz",associativo,"Subcomissão do Poder Executivo","Suplente da Subcomissão",,,,pt_BR
"Israel Pinheiro",associativo,"Subcomissão do Poder Executivo","Suplente da Subcomissão",,,,pt_BR
"José Geraldo",associativo,"Subcomissão do Poder Executivo","Suplente da Subcomissão",,,,pt_BR
"Manoel Moreira",associativo,"Subcomissão do Poder Executivo","Suplente da Subcomissão",,,,pt_BR
"Costa Ferreira",associativo,"Subcomissão do Poder Executivo","Suplente da Subcomissão",,,,pt_BR
"Jairo Azi",associativo,"Subcomissão do Poder Executivo","Suplente da Subcomissão",,,,pt_BR
"João da Mata",associativo,"Subcomissão do Poder Executivo","Suplente da Subcomissão",,,,pt_BR
"Carlos Virgílio",associativo,"Subcomissão do Poder Executivo","Suplente da Subcomissão",,,,pt_BR
"Humberto Souto",associativo,"Subcomissão do Poder Executivo","Titular da Subcomissão",,,,pt_BR
"Carlos Mosconi",associativo,"Subcomissão do Poder Executivo","Suplente da Subcomissão",,,,pt_BR
"Fernando Lyra",associativo,"Subcomissão do Poder Executivo","Suplente da Subcomissão",,,,pt_BR
"Mendes Ribeiro (Jorge Alberto Mendes Ribeiro)",associativo,"Subcomissão do Poder Executivo","Suplente da Subcomissão",,,,pt_BR
"Milton Reis",associativo,"Subcomissão do Poder Executivo","Suplente da Subcomissão",,,,pt_BR
"Mussa Demes",associativo,"Subcomissão do Poder Executivo","Suplente da Subcomissão",,,,pt_BR
"Maurício Campos",associativo,"Subcomissão do Poder Executivo","Suplente da Subcomissão",,,,pt_BR
"Virgílio Galassi",associativo,"Subcomissão do Poder Executivo","Suplente da Subcomissão",,,,pt_BR
"Brandão Monteiro",associativo,"Subcomissão do Poder Executivo","Suplente da Subcomissão",,,,pt_BR
"Marluce Pinto",associativo,"Subcomissão do Poder Executivo","Suplente da Subcomissão",,,,pt_BR
"João Paulo",associativo,"Subcomissão do Poder Executivo","Suplente da Subcomissão",,,,pt_BR
"Haroldo Lima",associativo,"Subcomissão do Poder Executivo","Suplente da Subcomissão",,,,pt_BR
"Bonifácio de Andrada",associativo,"Subcomissão do Poder Executivo","Titular da Subcomissão",,,,pt_BR
"Vivaldo Barbosa",associativo,"Subcomissão do Poder Executivo","1° Vice-Presidente da Subcomissão",,,,pt_BR
"César Cals Neto",associativo,"Subcomissão do Poder Executivo","2° Vice-Presidente da Subcomissão",,,,pt_BR
"José Fogaça",associativo,"Subcomissão do Poder Executivo","Relator da Subcomissão",,,,pt_BR
"Agassiz Almeida",associativo,"Subcomissão do Poder Executivo","Titular da Subcomissão",,,,pt_BR
"Aloysio Teixeira",associativo,"Subcomissão do Poder Executivo","Titular da Subcomissão",,,,pt_BR
"Dalton Canabrava",associativo,"Subcomissão do Poder Executivo","Titular da Subcomissão",,,,pt_BR
"Expedito Machado",associativo,"Subcomissão do Poder Executivo","Titular da Subcomissão",,,,pt_BR
"Miro Teixeira",associativo,"Subcomissão do Poder Executivo","Titular da Subcomissão",,,,pt_BR
"Enoc Vieira",associativo,"Subcomissão do Poder Executivo","Titular da Subcomissão",,,,pt_BR
"Érico Pegoraro",associativo,"Subcomissão do Poder Executivo","Titular da Subcomissão",,,,pt_BR
"Hugo Napoleão",associativo,"Subcomissão do Poder Executivo","Titular da Subcomissão",,,,pt_BR
"Albérico Filho",associativo,"Subcomissão do Poder Executivo","Presidente da Subcomissão",,,,pt_BR
"Carlos Alberto",associativo,"Subcomissão do Poder Executivo","Titular da Subcomissão",,,,pt_BR
"Gumercindo Milhomem",associativo,"Subcomissão do Poder Executivo","Titular da Subcomissão",,,,pt_BR
